nurse_id,nurse_name,nurse_last_name,date_of_birth,gender,email,phone_number,nurse_type,specialty,department_id,wing_id,shift_type,employment_status_active,vacation_status,salary
422,Christopher,Smith,1980-02-21,Male,garciatony@example.com,+1-685-484-1528x8283,RN,Neuroskeletal,10,6,Night,True,False,71857
423,Sarah,Estes,1998-01-04,Female,michaeladams@example.net,9655081377,LPN,Neuroskeletal,10,6,Day,True,False,60487
424,Amy,Clark,1979-07-15,Female,ellenbennett@example.org,+1-940-714-6231x676,RN,Neuroskeletal,10,6,Day,True,False,68522
425,Craig,Knox,1994-02-27,Male,adammartinez@example.net,343.736.6804x38159,RN,Neuroskeletal,10,6,Night,True,False,60926
426,Jessica,Dominguez,2000-09-10,Female,moralesamanda@example.net,752-541-7938,RN,Neuroskeletal,10,6,Night,True,False,65591
427,Beth,Gutierrez,1986-10-27,Female,monica77@example.net,812.977.3979,RN,Neuroskeletal,10,6,Day,True,False,58575
428,Haley,Stokes,2000-03-29,Female,maryhuff@example.net,001-376-876-9737,RN,Neuroskeletal,10,6,Day,True,False,66749
429,Kara,Cochran,1998-03-03,Female,starkashley@example.org,001-688-590-2423x430,LPN,Orthopedics,11,6,Night,True,False,57750
430,Carlos,Adams,1985-07-27,Male,ltapia@example.com,(226)834-5116,CNA,Orthopedics,11,6,Day,True,False,56006
431,Melinda,Webb,1998-04-03,Female,mooredavid@example.com,290.278.6297,LPN,Orthopedics,11,6,Day,True,False,67473
432,Penny,Jones,2000-10-18,Female,kellymontgomery@example.com,485-983-1017x32196,RN,Orthopedics,11,6,Night,True,False,59585
433,Lori,Mendez,1991-04-01,Female,burgessrobert@example.net,411-713-5365x670,LPN,Orthopedics,11,6,Night,True,False,74737
434,Kimberly,Ramirez,2000-02-11,Female,zking@example.com,930.540.2538x40352,RN,Orthopedics,11,6,Night,True,False,65255
435,Bobby,Weiss,1986-07-01,Male,blakehowell@example.com,001-373-422-3890x2463,RN,Orthopedics,11,6,Rotating,True,False,72816
436,Alexis,Ramos,1990-08-17,Female,luis48@example.net,(271)989-1259x14679,RN,Orthopedics,11,6,Rotating,True,False,61290
437,Michael,Gates,1993-10-24,Male,ichandler@example.net,+1-365-498-0298,LPN,Orthopedics,11,6,Night,True,False,59105
438,Aimee,Peterson,1992-06-18,Female,kathleenstephens@example.org,001-595-292-2279,RN,Orthopedics,11,6,Day,True,False,59474
439,David,Anderson,1998-04-21,Male,martinezcynthia@example.net,606.738.3651,RN,Orthopedics,11,6,Day,True,False,72819
440,Luke,Clayton,1988-09-26,Male,aaron86@example.org,2608359761,RN,Orthopedics,11,6,Day,True,False,59307
441,Mark,Jones,1988-12-04,Male,whitney22@example.com,467.382.8373,RN,Dermatology,2,3,Day,True,False,72177
442,Matthew,Benitez,1997-06-24,Male,david15@example.net,+1-857-336-7805,RN,Dermatology,2,3,Rotating,True,False,55300
443,Amy,Moore,1989-08-08,Female,tylerraymond@example.org,6883225842,RN,Dermatology,2,3,Night,True,False,71617
444,Sonia,Burns,1984-02-13,Female,hurleylindsey@example.org,607.920.4729,RN,Dermatology,2,3,Rotating,True,False,65732
445,Scott,Lee,2000-10-03,Male,richard46@example.net,495-453-3815,LPN,Dermatology,2,3,Night,True,False,68318
446,Paula,Cook,2003-07-29,Female,seansexton@example.com,756-492-8609,LPN,Dermatology,2,3,Day,True,False,70285
447,Mark,Sanders,1990-09-16,Male,elizabeth43@example.com,001-242-695-1769x348,RN,Dermatology,2,3,Day,True,False,58183
448,Theresa,Monroe,1987-12-09,Female,jenniferyang@example.org,550.582.5051,RN,Dermatology,2,3,Night,True,False,73840
449,Daniel,Allen,1970-06-17,Male,debrathompson@example.org,304.489.1930,RN,Immunology,7,2,Night,True,False,72536
450,Aaron,Banks,1984-01-18,Male,emilycollins@example.org,804-360-8583,RN,Immunology,7,2,Night,True,False,58207
451,Michael,Crawford,1980-07-07,Male,darrell66@example.org,497-615-4719x6869,RN,Immunology,7,2,Day,True,False,69810
452,Joseph,Moore,1992-01-26,Male,shoffman@example.org,001-755-243-3844x2722,RN,Immunology,7,2,Day,True,False,66861
453,Morgan,Ball,1997-11-04,Female,maryrodriguez@example.org,2678509662,RN,Immunology,7,2,Day,True,False,59861
454,Hunter,Stevens,1960-04-30,Male,heather22@example.org,685-657-1258,RN,Immunology,7,2,Night,True,False,57539
455,Dawn,Moon,1996-09-13,Female,weaverjackson@example.org,891-623-1248x9132,LPN,Immunology,7,2,Rotating,True,False,62340
456,Brianna,Johnson,1973-06-29,Female,ian88@example.com,635-362-8169x9780,LPN,Immunology,7,2,Rotating,True,False,66566
457,Scott,Castaneda,1980-01-04,Male,nholmes@example.net,3142226555,LPN,Hematology,6,2,Night,True,False,66865
458,Rebecca,Johnson,1962-06-09,Female,ericksonmichael@example.com,3213921991,CNA,Hematology,6,2,Day,True,False,65338
459,Steven,Castro,1965-09-07,Male,joneserin@example.net,845-756-3701x161,RN,Hematology,6,2,Rotating,True,True,63994
460,Tammy,Smith,1972-05-31,Female,gail22@example.com,(342)506-1116x39041,CNA,Hematology,6,2,Day,True,False,65318
461,Michael,Mullins,1979-01-06,Male,osmith@example.org,(255)539-6654,RN,Hematology,6,2,Rotating,True,False,72506
462,Jeffery,Lewis,1997-01-31,Male,johnsonjessica@example.com,(565)336-7255,RN,Hematology,6,2,Night,True,False,74765
463,Kevin,Johnson,1995-06-05,Male,victoria71@example.org,849-960-8466x18563,RN,Hematology,6,2,Day,True,False,63610
464,Shirley,Young,1991-03-28,Female,whitneystephen@example.net,+1-512-953-6565x732,RN,Hematology,6,2,Night,True,False,60154
465,Wendy,Gonzales,1982-12-22,Female,robertfrancis@example.org,5573170910,LPN,Medical Genetics,9,2,Night,True,False,73593
466,Rose,Perry,1999-10-18,Female,sara31@example.net,(208)620-9429x93972,LPN,Medical Genetics,9,2,Night,True,False,70270
467,Misty,Burns,1972-09-04,Female,daniel64@example.com,746.512.6625,RN,Medical Genetics,9,2,Day,True,False,56085
468,Melanie,Kelley,1963-05-02,Female,bruiz@example.com,(553)439-0824,RN,Medical Genetics,9,2,Day,True,False,57593
469,Michael,Hicks,1985-07-06,Male,christophergraham@example.com,703.503.5224,LPN,Medical Genetics,9,2,Day,True,False,69291
470,Lisa,Smith,1963-07-27,Female,smithjose@example.net,5222734316,CNA,Medical Genetics,9,2,Rotating,True,False,64714
471,Sharon,Davis,1963-10-28,Female,chelseasmith@example.org,(516)996-1402x6393,RN,Medical Genetics,9,2,Night,True,False,63045
472,Mark,Garcia,1963-10-22,Male,marc29@example.org,724-975-3536,RN,Medical Genetics,9,2,Rotating,True,False,64377
473,Jennifer,Vincent,1999-10-19,Female,louismorrison@example.net,001-308-644-2110x049,RN,Ophthalmology,15,3,Night,True,False,65263
474,Gabriel,Hughes,1989-05-12,Male,hernandezchad@example.org,927-505-8101,RN,Ophthalmology,15,3,Rotating,True,False,62798
475,Natalie,Martinez,1995-04-24,Female,perezkaylee@example.org,+1-582-551-3407x70794,LPN,Ophthalmology,15,3,Day,True,False,66396
476,Sean,Brown,1973-04-02,Male,bridgetsanchez@example.com,924-904-5074,RN,Ophthalmology,15,3,Rotating,True,False,71268
477,Kimberly,Riley,1975-09-13,Female,lauren17@example.net,848-668-5670,RN,Ophthalmology,15,3,Day,True,False,63281
478,Sarah,White,1991-11-04,Female,jocelynsimon@example.net,924.242.2488x475,RN,Ophthalmology,15,3,Day,True,False,60162
479,Laurie,Kane,1975-06-07,Female,robertwatkins@example.com,+1-435-739-9488,LPN,Ophthalmology,15,3,Night,True,False,66676
480,Whitney,Brewer,1982-12-15,Female,anita85@example.com,393.730.0824x895,CNA,Ophthalmology,15,3,Night,True,False,55132
481,Yesenia,Novak,2000-04-05,Female,matthewfranco@example.org,660-920-9019x606,LPN,Imaging,25,6,Day,True,False,74934
482,Felicia,Sparks,1960-09-04,Female,lindsey59@example.com,+1-634-401-9132x058,LPN,Imaging,25,6,Day,True,False,61647
483,George,King,1964-12-29,Male,rebekah70@example.com,676-253-0832x961,RN,Imaging,25,6,Night,True,False,62678
484,Thomas,Johnston,1975-06-28,Male,lindagarcia@example.org,(830)271-5788x04782,RN,Imaging,25,6,Night,True,False,60935
485,Brittany,Chavez,1993-04-23,Female,charles66@example.org,(889)953-7102x1240,RN,Laboratory Services,26,6,Night,True,False,66538
486,Steven,Valdez,1974-01-06,Male,ywoods@example.net,001-625-761-1325x6177,CNA,Laboratory Services,26,6,Day,True,False,60701
487,Nicholas,Schneider,1987-12-01,Male,dianehughes@example.com,527-206-4500x3319,RN,Laboratory Services,26,6,Night,True,False,74105
488,Christopher,Nicholson,1975-05-14,Male,ebird@example.com,(677)936-6107,RN,Laboratory Services,26,6,Day,True,False,67625
